Name der Klinik,Message,bewertungen,Title,Datum der Bewertung,fachbereich,Gesamtzufriedenheit,Textuell Gesamtzufriedenheit,Qualität der Beratung,Textuell Qualität der Beratung,Mediz. Behandlung,Textuell Mediz. Behandlung,Verwaltung und Abläufe,Textuell Verwaltung und Abläufe,Ausstattung und Gestaltung,Textuell Ausstattung und Gestaltung,Pro,Kontra,Krankheitsbild,Privatpatient,Erfahrungsbericht,Nutzername,Berichtet als,Behandlungsjahr,Daumen
Sophienklinik GmbH,,45 Bewertungen,Ganz schlechte Betreuung!,22.05.2020,Orthopädie,0,unzufrieden,0,unzufrieden,0,unzufrieden,0,unzufrieden,4,zufrieden,"
",Alles scheisse!,Schulter OP,nein,"Ganz schlecht. Keine Unterstützung nach Schulter OP, weder beim anziehen, waschen oder beim brot schmieren. Rechte Schulter wurde operiert. Ich war mit einer Rentnerin auf einem Zimmer die sehr starke Raucherin war, die war so rücksichtslos war und auf bitte in ein anderes Zimmer verlegt zu werden, geht nicht. Ich hab mich in den zwei Tagen nicht erholen können, keine Unterstützung bekommen. Corona schutzmassnahmen null, essen sollte im kleinen Zimmer an einem 50cm Tisch zu zweit eingenommen werden, auf bitte mein Tablett auf mein Nachttisch zu stellen, wurden die Augen der Schwester gerollt. Unmöglich dieses Verhalten und die Respektlosigkeit. Am besten war die nachtschwester gestern die mich ausgelacht hat weil ich noch da bin...""sie wollte doch gehen was machen sie noch hier"" unglaublich. Hab mich selbst entlassen aus dem Zirkus.  Nie wieder! Da sterbe ich lieber auf der Straße",Alex413,berichtet als Patient,Jahr der Behandlung: 2020,Daumen runter
DRK-Clementinenhaus,,172 Bewertungen,Alles o.k.,10.03.2021,Kardiologie,6,sehr zufrieden,4,zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,"sehr zufrieden (sauber und neue Einrichtung,zentrale Lage, 2 Bettzimmer)",die Krankenschwestern waren überaus nett und zu vor kommend,nichts,Herz,nein,"Das Krankenhaus macht ein gepflegten und sauberen Eindruck. Zimmer und Verpflegung waren gut. Das Pflegepersonal war überaus freundlich und fach kompetent. Ich hatte nichts aus zu setzen, habe mich gut aufgehoben gefühlt. Weiter so!",Moppi22,berichtet als Patient,Jahr der Behandlung: 2021,Daumen hoch
Krankenhaus der evangelisch-lutherischen Diakonissenanstalt Marienstift,,44 Bewertungen,Klinik meines Vertrauens,04.04.2019,Gefäßchirurgie,6,sehr zufrieden (ein überdurchschnittlich bemühtes Personal),6,sehr zufrieden,6,sehr zufrieden (besonderes Lob gebührt dem Chefarzt der Gefäßchirurgie),6,sehr zufrieden (von der Empfangsdame über die Sekretärinnen bis zur Reinigungsfrau - alle sehr entgegenkommend),2,"weniger zufrieden (schlechtes Bett (Matraze, Kissen, Decken zu alt!), Durchgangsbad)",pflegerische und medizinische Betreuung,Ausstattung der Zimmer/Sanitärbereiche,entzündete Gallenblase,ja,Die menschliche Komponente macht in dieser kleinen Klinik den positiven Unterschied. ,Süpplingen04-2019,berichtet als Patient,Jahr der Behandlung: 2019,Daumen hoch
Krankenhaus Lindenbrunn,,28 Bewertungen,Sehr kompetentes Fachpersonal und sehr gute Betreuung,09.03.2021,Chirurgie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,Die Reha war absolut erfolgreich.,,Oberschenkelhalsbruch mi 92 Jahren,nein,"Meine 92jährige Mutter war zur Reha auf der Station 1 im Lindenbrunn, weil sie sich einen Oberschenkelhalsbruch zugezogen hatte. Die fachärztliche Betreuung war sehr gut, das Personal sehr unterstützend und aufbauend und meine Mutter konnte nach einem dreiwöchigen Aufenthalt nach Hause entlassen werden. Sie kann wieder selbstbestimmt in ihrer häuslichen Umgebung leben.  ",Chrischy2,berichtet als Angehöriger eines Patienten,Jahr der Behandlung: 2021,Daumen hoch
KRH Klinikum Großburgwedel,,61 Bewertungen,komplizierte Operation wurde bestens durchgeführt und weiterbehandelt,20.01.2021,Unfallchirurgie,4,zufrieden,6,sehr zufrieden,6,sehr zufrieden,2,weniger zufrieden,6,sehr zufrieden,das Arzte- und Pflegeteam hat wirklich das bestmögliche gegeben! Vielen Dank!,"Ein etwas holpriger Beginn in der Notaufnahme, leider sehr lange Wartezeit...",komplizierte Unterarmfraktur,,"Die komplette Versorgung, Beratung und Behandlung sowohl durch die Ärtze, das Pflegeteam und das technische Personal erfolgte sehr professionell und trotzdem empathisch! Ich fühlte mich jederzeit gut versorgt und ernstgenommen mit meinen großen und kleinen Problemen.",aladino1,berichtet als Patient,Jahr der Behandlung: 2021,Daumen hoch
Asklepios Fachklinikum Göttingen,,62 Bewertungen,gibt bessere kliniken,15.09.2020,Psychiatrie,0,unzufrieden,0,unzufrieden,0,unzufrieden,0,unzufrieden,2,weniger zufrieden,relativ ruhig,behandlung,trauma,nein,"ich fands nicht hilfreich, mir gehts noch schlechter als davor. es ist in der regel ein fehler, in eine klinik zu gehen. wenig rücksicht auf patienten.",blubb8,berichtet als Patient,Jahr der Behandlung: 2020,Daumen runter
KRH Klinikum Lehrte,,35 Bewertungen,Kompetent und freundlich,03.02.2021,Unfallchirurgie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,Alles,Nichts,Fuß OP,nein,"Klein aber fein.  Super nettes Personal durch die Bank weg. Alle sehr kompetent,  hilfsbereit und super freundlich.",JolantaTusk,berichtet als Patient,Jahr der Behandlung: 2021,Daumen hoch
Augenklinik - Dr. Hoffmann,,23 Bewertungen,unzumutbare Wartezeiten,08.11.2016,Augen,0,unzufrieden (Alles in Allem habe ich mich hier als Patient nicht wohl gefühlt),0,unzufrieden (In einer anderen Klinik wurde ich ausführlicher über Eingriffmöglichkeiten informiert. In dieser Klinik wurde ich in Gegenwart anderer Patienten informiert und es wurden mir auch keine Behandlungsalternativen genannt.),2,weniger zufrieden (Ich habe hier nur Injektionen ins Auge erhalten. Das war vollkommen okay. Jedoch trat keine Besserung ein.),0,unzufrieden (Die Terminierung ist absolut indiskutabel. Der Empfang ist vollkommen überfordert.),0,"unzufrieden (Die Räumlichkeiten sind veraltet. Der Wartebereich ist hoffnungslos überlaufen. Abläufe sind schlecht strukturiert, ebenso die Behandlungsreihenfolge der Patienten nicht die)",Personalfreundlichkeit,"Wartezeiten, Termineinhaltungen,",Grauer Star und Diabetische Veränderungen im Auge,nein,"Ich bin an Diabetes erkrankt und habe leider auch schon Folgeschäden im Auge. Beide Augen sind betroffen. Auf beiden Augen ist Flüssigkeit auf der Netzhaut. Zusätzlich ist in dem Glaskörper des rechten Auges eine Blutung, welche sich bislang nicht von alleine zurückgebildet hat. Auch nicht nach einer sehr schmerzhaften Laserbehandlung mit etwa 500 Schuss. Hinzu kommt noch, das beide Linsen getrübt sind (Grauer Star).",Lars1971,berichtet als Patient,Jahr der Behandlung: 2014-2016,Daumen runter
HEH Herzogin Elisabeth Hospital,,82 Bewertungen,Kompetentes unf freundliches Krankenhaus,25.01.2021,Chirurgie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,Freundlichkeit des gesamten Personals,,Gallenblasen-OP,ja,"Am 15.01.2021 war ich zur vorstationären Aufnahme im HEH. Bereits im Vorfeld war mit mitgeteilt worden, dass es bis zu 5 Stunden dauern kann. Ich wurde von den ""Grünen Damen"" empfangen und zu den verschiedenen Bereichen begleitet. Neben dem Verwaltungskram, EKG, Blutabnahme, gab es Gespräche mit dem Narkosearzt und einem Arzt der Chirurgie. Die beiden Arztgespräche waren sehr umfassend und man hatte auch nicht das Gefühl, dass man mit den Gesprächen schnell fertig werden wollte. Auf Fragen erhielt man auch die passenden Antworten. ",Brunswieker,berichtet als Patient,Jahr der Behandlung: 2021,Daumen hoch
Kreis- und Stadtkrankenhaus Alfeld,,6 Bewertungen,Nicht zu empfehlen,14.02.2019,Innere,0,unzufrieden,0,unzufrieden,0,unzufrieden,2,weniger zufrieden,0,unzufrieden,Fällt mir nichts ein,,Magenspiegelung etc,nein,Sucht eine andere Klinik absolutes No Go,P.M2,berichtet als Patient,Jahr der Behandlung: 2019,Daumen runter
DIAKOVERE Annastift,,83 Bewertungen,Kinderstation,09.02.2021,Kindermedizin,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,4,zufrieden,2,weniger zufrieden (Station in die Jahre gekommen und hässlich),......,......,Osteosyndrose,nein,Unmögliche Nachtschwester Ca..y mit blondem Haar. Unfreunflich und das zum Kind. Einfühlsam gleich Null. Und so jemanden lässt man auf Behinderte Kinder los. Abteilungsleiter macht nichts dagegen. Beschwerden unbeachtet. Fast alle anderen nett.,Schröter2021,berichtet als Angehöriger eines Patienten,Jahr der Behandlung: 2021,Daumen hoch
DIAKOVERE Friederikenstift,,93 Bewertungen,Unverschämte Ärzte!,20.01.2021,Neurologie,0,unzufrieden,0,unzufrieden,0,unzufrieden,0,unzufrieden,0,unzufrieden,Security- und Patientengespräche,Alles andere,Nervenschäden,nein,Station 4Ost :,Maddy99,berichtet als Patient,Jahr der Behandlung: 2021,Daumen runter
Sophienklinik GmbH,,45 Bewertungen,Betrügerunternehmen,15.04.2020,Schmerztherapie,0,unzufrieden (Sinnlos. Nur Geldmacherei),0,unzufrieden (Rechnung anders wie besprochen. Keine Reaktion auf Widerspruch),0,"unzufrieden (keine Behandlung. Nur Einweisung, damit eine Rechnung erstellt werden kann)",0,"unzufrieden (2x Behandlungen in 5 Tagen a 20min. Dafür muss man 5 Tage dort verbringen, mit Übernachtung.)",0,unzufrieden (Es gab keine Gestaltung.....),"es ist sauber, weil es neu ist",,,ja,BETRÜGERUNTERNEHMEN. ,Al3x05,berichtet als Patient,Jahr der Behandlung: 2018,Daumen runter
Asklepios Fachklinikum Tiefenbrunn,,96 Bewertungen,Dank und Lob an die Station PRIVITA,17.02.2021,Psychosomatik,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,"Umgebung, Klinikgelände, Therapie-/Behandlungskonzept, Ärzte, Pflegepersonal, Angebote, Verpflegung, Einrichtung",nichts,Depression,ja,Ich habe zum zweiten Mal eine lange Zeit in Tiefenbrunn in der Station PRIVITA verbracht.,Sternchen2020,berichtet als Patient,Jahr der Behandlung: 2016 und 2,Daumen hoch
Ostemed Klinik Bremervörde,,34 Bewertungen,Rundum empfehlenswerte Schmerztherapie,23.02.2021,Schmerztherapie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,Gesamtkonzept,---,Endometriose,nein,Umfangreiches Konzept für Schmerzpatienten. Hier wird man als Person wahrgenommen & nicht nur als eine Nummer.,Endo14,berichtet als Patient,Jahr der Behandlung: 21,Daumen hoch
DRK-Clementinenhaus,,172 Bewertungen,Mitarbeiter,02.01.2021,Innere,0,unzufrieden (Wie oben beschrieben im Text.),0,unzufrieden (Keine Zeit für Beratung.),0,"unzufrieden (Kaum Zeit für gute Behandlung.Zeitdruck,Stress,zu viele Patienten pro Fachkraft.)",0,"unzufrieden (Abläufe werden immer stressiger,älteres Personal wird zu hohen Belastungen ausgesetzt.)",0,unzufrieden,In meiner Wohnungsnähe,Alles,Mitarbeiter,nein,"Ich finde es äußerst frech das vereinzelte Mitarbeiter nicht akzeptieren wollen, das man eine freie Meinungsäußerung hat und hier meine negative Bewertung schön reden wollen. Sie haben ja die selbe Möglichkeit Ihren Saftladen gut zu bewerten. Meine Meinung und vieler anderer Kollegen auch hat hier nur mal eine Meinung geäußert. Diese hilft anderen um sich mal über die Missstände in der Pflege zu informieren. Die Rosarote Brille mal abnehmen! Und ja, in anderen Krankenhäusern ist es bestimmt nicht besser. Das ist ja das schlimme. Es gib nur vereinzelt, wenn überhaupt zufriedene Krankenpfleger und Pflegerinnen. Älteres Personal wird von den Jüngeren teilweise, wenn man nicht mehr so schnell ist, ausgegrenzt oder gemobbt.",Sr.Petra,berichtet als Klinikmitarbeiter,Jahr der Behandlung: 2010,Daumen runter
Krankenhaus der evangelisch-lutherischen Diakonissenanstalt Marienstift,,44 Bewertungen,Offenbar kein Interesse an einer Qualitätsverbesserung,28.03.2019,Chirurgie,0,unzufrieden,0,unzufrieden,6,sehr zufrieden (Betreuung durch Belegarzt),0,unzufrieden,0,unzufrieden,leider nein,Ausstattung und Essen entsprechen nicht den heutigen Standards,Fußoperation,ja,"Es stimmt leider auch heute noch: die Unterbringung entspricht nicht dem heutigen Standard, erst recht nicht, wenn man als Privatpatient dafür zur Kasse gebeten wird. Nach wie vor gibt es je Zimmer nur einen Fernseher, nach wie vor klappt die Essenbestellung nicht. In den seltensten Fällen erhält man das Essen was man bestellt hat. Dies ist besonders bedenklich, wenn man Lebensmittelallergien angegeben hat. Das Essen ist deutlich schlechter, als in anderen Kliniken in Braunschweig oder Wolfsburg bwz. Hannover. Die Bäder sind teilweise so klein, dass man mit Unterarmgehstützen nicht hinein kommt; Schränke stehen so, dass sie nicht genutzt werden können, weil sie zugestellt sind oder gefährlich hinter Eingangs- oder / und Toilettentür stehen. Fenster in den Zimmern können nur geöffnet werden, wenn man das Personal bittet, welches dann auf die Stühle klettert um an die Fenstergriffe zu gelangen. ",PatientA3,berichtet als Patient,Jahr der Behandlung: 2019,Daumen runter
Krankenhaus Lindenbrunn,,28 Bewertungen,Durch aus zufrieden,10.02.2021,Neurologie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,4,zufrieden,Durch aus zufrieden,Durch Corona ausgebremst,PSP Parkinson,nein,"Also,Ich habe durchweg positive Erfahrung. Ich war zum zweiten Mal hier und bin durch aus zufrieden. Meine Tabletten Einstellung wurden angepasst.",ID.Dieter,berichtet als Patient,Jahr der Behandlung: 2021,Daumen hoch
KRH Klinikum Großburgwedel,,61 Bewertungen,"sehr gute Urologie, tolle Ärzte und tolles Pflegepersonal",20.09.2020,Urologie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,4,zufrieden,"
",,Blasen Karzinom,nein,"Ich bin durchweg mit dem Klinikum Großburgwedel zufrieden. Die Aufklärungsgespräche mit den Ärzten verliefen ausführlich und man nahm sich Zeit. Die Schwestern und Pfleger waren durchweg nett,hilfsbereit und hatten immer ein offenes Ohr. Man hatte als Patient das Gefühl,  dass das Arbeitsklima gut ist. Natürlich gab es auch mal stressige Situationen, aber kurze Zeit später lief wieder alles ruhig weiter.",Bubu6,berichtet als Patient,Jahr der Behandlung: 2020,Daumen hoch
Asklepios Fachklinikum Göttingen,,62 Bewertungen,Nie wieder,15.08.2020,Suchttherapie,0,unzufrieden,0,unzufrieden,0,unzufrieden,0,unzufrieden,0,unzufrieden,Die Entlassung,Alles andere besonders mit dem Handy verwachsene Schwestern,,nein,Schlimmste Erfahrung meines bisherigen Lebens,Adamski341,berichtet als Patient,Jahr der Behandlung: 18,Daumen hoch
KRH Klinikum Lehrte,,35 Bewertungen,Personal sehr kompetent und freundlich,15.12.2020,Orthopädie,4,zufrieden,4,zufrieden,6,sehr zufrieden,4,zufrieden,2,weniger zufrieden,Sehr nettes Personal,Sehr schlechtes Essen,Hallux Valgus,nein,Positiv: Sehr kompetentes Personal. Hab mich gut aufgehoben gefühlt. ,Kasia1982,berichtet als Patient,Jahr der Behandlung: 2020,Daumen hoch
Augenklinik - Dr. Hoffmann,,23 Bewertungen,Patienten und Probleme sind lästige Bremsklötze,12.07.2016,Augen,0,"unzufrieden (Fabrikabfertigung, Probleme unerwünscht)",0,unzufrieden (keine Informationen über verschiedenste Behandlungsmöglichkeiten),0,unzufrieden (Lichtirritationen nach nach 6 Wochen unverändert),0,"unzufrieden (Nachbetreuung gehetzt, telefonische Erreichbarkeit schlecht)",4,"zufrieden (zeitgemäße, moderne Geräte)",Freundliches Anmeldepersonal,Totales Informationsdefizit in allen Belangen,Grauer Star (Katarakt),nein,"Anbahnung und Voruntersuchung für eine Katarakt-OP bekam ich ohne Termin. Der Preis dafür war langes Warten zwischen den Untersuchungen. Das Ganze zog sich über ca. 4 Stunden. Auffallend war, dass das Personal keine Motivation(?) hatte, den Patienten jeweils darüber zu informieren, was gerade gemacht wird. Man bekam nur Anweisungen: Machen Sie dies, gehen Sie da. Niemand stellte sich vor. Am Ende stand ein halblegales Aufnahmegespräch mit einem Arzt(?). Es wurde Persönliches abgefragt, Vorerkrankungen, Allergien etc.. Ein Medikamentenname reichte als Info nicht, das führte zu langem Suchen in der Datenbank (hätte ich Dummerle mir nur den Wirkstoff gemerkt).",Unerbittlicher,berichtet als Patient,Jahr der Behandlung: 2016,Daumen runter
HEH Herzogin Elisabeth Hospital,,82 Bewertungen,Kassenpatienten sollten sich das gut überlegen,06.01.2021,Orthopädie,0,unzufrieden,2,weniger zufrieden (Theorie und Praxis sind nicht übereinstimmend),2,weniger zufrieden (Es gab keine OP),0,unzufrieden (ein sinnloser Klinikaufenthalt),4,zufrieden,Pflegepersonal,Kommunikation/Planung,"Bandscheiben-OP, Behebung Fußhebeschwäche",nein,"Bewerten kann ich nur das Pflegepersonal und das Zeitmanagement/Kommunikation. Das Personal war freundlich, Zeitmanagement/Kommunikation war unterirdisch.",Kilowatt9,berichtet als Patient,Jahr der Behandlung: 2021,Daumen runter
Kreis- und Stadtkrankenhaus Alfeld,,6 Bewertungen,"Nie wieder Notaufnahme Alfeld, wenn es sich vermeiden lässt",18.04.2018,Unfallchirurgie,0,unzufrieden,0,unzufrieden,4,zufrieden (es wurde geröngt und Schmerzmittel verchrieben),2,"weniger zufrieden (Hoher Verwaltungsaufwand, lange Wartezeit mit starken Schmerzen)",4,zufrieden,Sehr liebe Krankenschwestern,Empathieloser Arzt,Rippenprellung,nein,"Hallo,",Moki15,berichtet als Patient,Jahr der Behandlung: 2018,Daumen runter
DIAKOVERE Annastift,,83 Bewertungen,Schwestern stinken nach Zigaretten Station 3,26.01.2021,Orthopädie,4,zufrieden,4,zufrieden,4,zufrieden,4,zufrieden,4,zufrieden,Ärzte,Essen,Knie Prothese,nein,OP gut verlaufen.Putzfrau faul oder hat zu wenig Zeit. Putzt nie die Fliesen oder Wände! Unhygienisch.,Hinkewitsch,berichtet als Patient,Jahr der Behandlung: 2020,Daumen hoch
DIAKOVERE Friederikenstift,,93 Bewertungen,Sauberkeit,17.12.2020,Lungenheilkunde,2,weniger zufrieden,6,sehr zufrieden,6,sehr zufrieden,4,zufrieden,0,unzufrieden,Freundlichkeit,Sauberkeit,Bronchoskopie COPD,nein,Das Pflegepersonal ist überwiegend sehr lieb! Aber die Sauberkeit der Zimmer ist sehr schlimm in den 3 Tagen ist das Zimmer nicht einmal gereinigt worden. Habe sowas selbst in der Türkei im Kh nicht gesehen. Aber wenn man rein kommt ein Test auf Krankenhaus Keime machen das wiederspricht sich total. Ich hätte das so nie erwartet bin voll enttäuscht!!!,Peter.g2601,berichtet als Patient,Jahr der Behandlung: 2020,Daumen runter
Sophienklinik GmbH,,45 Bewertungen,Sehr empfehlenswert,25.01.2020,Orthopädie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,"
",,Rücken/Knie,nein,Personal:: ,AldonaGS,berichtet als Patient,Jahr der Behandlung: 2020,Daumen hoch
Asklepios Fachklinikum Tiefenbrunn,,96 Bewertungen,Abbruch Therapie Sonnenhaus,21.12.2020,Psychiatrie,4,zufrieden,4,zufrieden,4,zufrieden,4,zufrieden,4,zufrieden,"Super Ärzte, tolles Konzept, wunderschöne Umgebung",Eine Schwester des Sonnenhauses,Angststörung,nein,Ich war vor Jahren als Patientin im Sonnenhaus.,Louisa17,berichtet als Patient,Jahr der Behandlung: 2010,Daumen hoch
Ostemed Klinik Bremervörde,,34 Bewertungen,Nachhalige Schmerzlinderung,20.02.2021,Schmerztherapie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,Super Team und Umgebung,kein Beitrag,Wirbelfraktur,nein,"Als Schmerzpatient war ich 17 Tage in der OSTE MED Klinik. Alle positiven Beiträge, bezogen auf die Freundlichkeit, Kompetenz, Zusammenwirken etc., bestätige ich im vollen Umfang. Der Austausch zwischen den Patienten wird auf empathische Art & Weise beflügelt. Wer hier als motivierter, verletzter Schmerzpatient behandelt wird, kann davon ausgehen, dass Schmerzlinderung eintritt. Ich hatte die ganze Zeit das Gefühl zur richtigen Zeit am richtigen Ort zu sein. Es ist ein perfektes nachhaltiges Paket für Patienten die Impulse zur Selbsthilfe annehmen können.",Pati022021,berichtet als Patient,Jahr der Behandlung: 2021,Daumen hoch
DRK-Clementinenhaus,,172 Bewertungen,Unzufrieden,28.12.2020,Kardiologie,0,unzufrieden,2,weniger zufrieden,2,weniger zufrieden,2,weniger zufrieden,0,unzufrieden,Nah am Wohnort.,"Essen, Räume, gesamter Ablauf.",Dilatation,ja,Leider während der Corona Zeit nicht so gute Erfahrung.,Langatmig2020D,berichtet als Patient,Jahr der Behandlung: 2020,Daumen runter
